Year,Month,Council,Applications,Assessments,pop
2018,3,Perth & Kinross,105,85,151290
2018,4,Perth & Kinross,80,65,151290
2018,5,Perth & Kinross,90,85,151290
2018,6,Perth & Kinross,70,55,151290
2018,7,Perth & Kinross,90,70,151290
2018,8,Perth & Kinross,100,80,151290
2018,9,Perth & Kinross,85,70,151290
2018,10,Perth & Kinross,75,70,151290
2018,11,Perth & Kinross,55,50,151290
2018,12,Perth & Kinross,40,40,151290
2019,1,Perth & Kinross,90,65,NA
2019,2,Perth & Kinross,80,70,NA
2019,3,Perth & Kinross,80,75,NA
2002,4,Renfrewshire,95,65,172300
2002,5,Renfrewshire,90,55,172300
2002,6,Renfrewshire,80,50,172300
2002,7,Renfrewshire,70,55,172300
2002,8,Renfrewshire,75,50,172300
2002,9,Renfrewshire,70,60,172300
2002,10,Renfrewshire,85,75,172300
2002,11,Renfrewshire,75,35,172300
2002,12,Renfrewshire,65,40,172300
2003,1,Renfrewshire,115,55,171560
2003,2,Renfrewshire,100,65,171560
2003,3,Renfrewshire,100,55,171560
2003,4,Renfrewshire,95,50,171560
2003,5,Renfrewshire,95,65,171560
2003,6,Renfrewshire,125,60,171560
2003,7,Renfrewshire,105,55,171560
2003,8,Renfrewshire,130,45,171560
2003,9,Renfrewshire,110,50,171560
2003,10,Renfrewshire,115,75,171560
2003,11,Renfrewshire,105,70,171560
2003,12,Renfrewshire,85,55,171560
2004,1,Renfrewshire,105,45,171470
2004,2,Renfrewshire,155,60,171470
2004,3,Renfrewshire,180,75,171470
2004,4,Renfrewshire,150,70,171470
2004,5,Renfrewshire,110,60,171470
2004,6,Renfrewshire,145,60,171470
2004,7,Renfrewshire,140,85,171470
2004,8,Renfrewshire,145,55,171470
2004,9,Renfrewshire,155,55,171470
2004,10,Renfrewshire,135,75,171470
2004,11,Renfrewshire,150,60,171470
2004,12,Renfrewshire,80,30,171470
2005,1,Renfrewshire,140,65,171430
2005,2,Renfrewshire,150,65,171430
2005,3,Renfrewshire,150,80,171430
2005,4,Renfrewshire,140,65,171430
2005,5,Renfrewshire,125,65,171430
2005,6,Renfrewshire,115,70,171430
2005,7,Renfrewshire,115,55,171430
2005,8,Renfrewshire,140,30,171430
2005,9,Renfrewshire,110,25,171430
2005,10,Renfrewshire,130,50,171430
2005,11,Renfrewshire,150,70,171430
2005,12,Renfrewshire,100,55,171430
2006,1,Renfrewshire,135,30,171270
2006,2,Renfrewshire,130,50,171270
2006,3,Renfrewshire,110,50,171270
2006,4,Renfrewshire,125,50,171270
2006,5,Renfrewshire,140,45,171270
2006,6,Renfrewshire,125,60,171270
2006,7,Renfrewshire,115,55,171270
2006,8,Renfrewshire,150,90,171270
2006,9,Renfrewshire,135,55,171270
2006,10,Renfrewshire,150,85,171270
2006,11,Renfrewshire,150,80,171270
2006,12,Renfrewshire,105,50,171270
2007,1,Renfrewshire,135,65,171870
2007,2,Renfrewshire,160,55,171870
2007,3,Renfrewshire,150,75,171870
2007,4,Renfrewshire,115,80,171870
2007,5,Renfrewshire,90,75,171870
2007,6,Renfrewshire,95,70,171870
2007,7,Renfrewshire,90,80,171870
2007,8,Renfrewshire,100,75,171870
2007,9,Renfrewshire,80,75,171870
2007,10,Renfrewshire,100,75,171870
2007,11,Renfrewshire,90,80,171870
2007,12,Renfrewshire,60,65,171870
2008,1,Renfrewshire,105,65,172640
2008,2,Renfrewshire,80,75,172640
2008,3,Renfrewshire,60,50,172640
2008,4,Renfrewshire,90,70,172640
2008,5,Renfrewshire,95,70,172640
2008,6,Renfrewshire,130,90,172640
2008,7,Renfrewshire,125,120,172640
2008,8,Renfrewshire,95,55,172640
2008,9,Renfrewshire,105,95,172640
2008,10,Renfrewshire,140,100,172640
2008,11,Renfrewshire,95,85,172640
2008,12,Renfrewshire,65,65,172640
2009,1,Renfrewshire,115,45,173020
2009,2,Renfrewshire,105,115,173020
2009,3,Renfrewshire,115,90,173020
2009,4,Renfrewshire,125,95,173020
2009,5,Renfrewshire,105,95,173020
2009,6,Renfrewshire,120,85,173020
2009,7,Renfrewshire,115,115,173020
2009,8,Renfrewshire,95,95,173020
2009,9,Renfrewshire,120,70,173020
2009,10,Renfrewshire,85,85,173020
2009,11,Renfrewshire,115,80,173020
2009,12,Renfrewshire,70,70,173020
2010,1,Renfrewshire,105,65,173700
2010,2,Renfrewshire,100,85,173700
2010,3,Renfrewshire,100,75,173700
2010,4,Renfrewshire,95,65,173700
2010,5,Renfrewshire,90,85,173700
2010,6,Renfrewshire,110,70,173700
2010,7,Renfrewshire,120,95,173700
2010,8,Renfrewshire,120,95,173700
2010,9,Renfrewshire,95,75,173700
2010,10,Renfrewshire,90,80,173700
2010,11,Renfrewshire,95,80,173700
2010,12,Renfrewshire,55,40,173700
2011,1,Renfrewshire,100,60,174700
2011,2,Renfrewshire,130,125,174700
2011,3,Renfrewshire,150,105,174700
2011,4,Renfrewshire,115,105,174700
2011,5,Renfrewshire,120,75,174700
2011,6,Renfrewshire,125,120,174700
2011,7,Renfrewshire,110,105,174700
2011,8,Renfrewshire,120,75,174700
2011,9,Renfrewshire,95,85,174700
2011,10,Renfrewshire,95,85,174700
2011,11,Renfrewshire,90,75,174700
2011,12,Renfrewshire,65,55,174700
2012,1,Renfrewshire,95,55,174300
2012,2,Renfrewshire,75,80,174300
2012,3,Renfrewshire,85,55,174300
2012,4,Renfrewshire,80,55,174300
2012,5,Renfrewshire,115,75,174300
2012,6,Renfrewshire,95,80,174300
2012,7,Renfrewshire,105,75,174300
2012,8,Renfrewshire,85,85,174300
2012,9,Renfrewshire,75,55,174300
2012,10,Renfrewshire,105,75,174300
2012,11,Renfrewshire,85,70,174300
2012,12,Renfrewshire,50,65,174300
2013,1,Renfrewshire,120,65,173890
2013,2,Renfrewshire,90,65,173890
2013,3,Renfrewshire,95,75,173890
2013,4,Renfrewshire,95,75,173890
2013,5,Renfrewshire,85,65,173890
2013,6,Renfrewshire,100,70,173890
2013,7,Renfrewshire,105,90,173890
2013,8,Renfrewshire,75,50,173890
2013,9,Renfrewshire,65,55,173890
2013,10,Renfrewshire,100,60,173890
2013,11,Renfrewshire,75,60,173890
2013,12,Renfrewshire,50,45,173890
2014,1,Renfrewshire,75,45,174230
2014,2,Renfrewshire,80,55,174230
2014,3,Renfrewshire,80,60,174230
2014,4,Renfrewshire,60,60,174230
2014,5,Renfrewshire,80,55,174230
2014,6,Renfrewshire,80,60,174230
2014,7,Renfrewshire,80,60,174230
2014,8,Renfrewshire,75,75,174230
2014,9,Renfrewshire,75,50,174230
2014,10,Renfrewshire,75,55,174230
2014,11,Renfrewshire,55,55,174230
2014,12,Renfrewshire,50,45,174230
2015,1,Renfrewshire,80,40,174560
2015,2,Renfrewshire,60,65,174560
2015,3,Renfrewshire,75,55,174560
2015,4,Renfrewshire,75,60,174560
2015,5,Renfrewshire,70,50,174560
2015,6,Renfrewshire,80,65,174560
2015,7,Renfrewshire,85,65,174560
2015,8,Renfrewshire,70,70,174560
2015,9,Renfrewshire,50,45,174560
2015,10,Renfrewshire,80,55,174560
2015,11,Renfrewshire,70,65,174560
2015,12,Renfrewshire,55,50,174560
2016,1,Renfrewshire,65,50,175930
2016,2,Renfrewshire,85,60,175930
2016,3,Renfrewshire,55,55,175930
2016,4,Renfrewshire,60,40,175930
2016,5,Renfrewshire,70,45,175930
2016,6,Renfrewshire,70,70,175930
2016,7,Renfrewshire,75,45,175930
2016,8,Renfrewshire,50,50,175930
2016,9,Renfrewshire,50,40,175930
2016,10,Renfrewshire,70,50,175930
2016,11,Renfrewshire,75,65,175930
2016,12,Renfrewshire,40,55,175930
2017,1,Renfrewshire,70,40,176830
2017,2,Renfrewshire,50,55,176830
2017,3,Renfrewshire,85,50,176830
2017,4,Renfrewshire,75,80,176830
2017,5,Renfrewshire,55,55,176830
2017,6,Renfrewshire,75,30,176830
2017,7,Renfrewshire,75,80,176830
2017,8,Renfrewshire,75,55,176830
2017,9,Renfrewshire,75,65,176830
2017,10,Renfrewshire,85,65,176830
2017,11,Renfrewshire,70,60,176830
2017,12,Renfrewshire,45,45,176830
2018,1,Renfrewshire,70,40,177790
2018,2,Renfrewshire,80,55,177790
2018,3,Renfrewshire,75,60,177790
2018,4,Renfrewshire,75,60,177790
2018,5,Renfrewshire,75,75,177790
2018,6,Renfrewshire,80,65,177790
2018,7,Renfrewshire,80,50,177790
2018,8,Renfrewshire,90,75,177790
2018,9,Renfrewshire,70,65,177790
2018,10,Renfrewshire,75,80,177790
2018,11,Renfrewshire,60,50,177790
2018,12,Renfrewshire,45,45,177790
2019,1,Renfrewshire,65,40,NA
2019,2,Renfrewshire,65,45,NA
2019,3,Renfrewshire,75,55,NA
2002,4,Scottish Borders,45,35,107530
2002,5,Scottish Borders,40,35,107530
2002,6,Scottish Borders,50,35,107530
2002,7,Scottish Borders,60,40,107530
2002,8,Scottish Borders,35,40,107530
2002,9,Scottish Borders,85,55,107530
2002,10,Scottish Borders,50,35,107530
2002,11,Scottish Borders,35,30,107530
2002,12,Scottish Borders,25,25,107530
2003,1,Scottish Borders,75,25,108390
2003,2,Scottish Borders,65,30,108390
2003,3,Scottish Borders,30,30,108390
2003,4,Scottish Borders,75,60,108390
2003,5,Scottish Borders,65,40,108390
2003,6,Scottish Borders,70,35,108390
2003,7,Scottish Borders,85,70,108390
2003,8,Scottish Borders,60,50,108390
2003,9,Scottish Borders,70,55,108390
2003,10,Scottish Borders,90,60,108390
2003,11,Scottish Borders,75,55,108390
2003,12,Scottish Borders,45,40,108390
2004,1,Scottish Borders,75,55,109450
2004,2,Scottish Borders,70,40,109450
2004,3,Scottish Borders,80,60,109450
2004,4,Scottish Borders,65,35,109450
2004,5,Scottish Borders,65,65,109450
2004,6,Scottish Borders,75,35,109450
2004,7,Scottish Borders,85,45,109450
2004,8,Scottish Borders,85,45,109450
2004,9,Scottish Borders,75,45,109450
2004,10,Scottish Borders,70,60,109450
2004,11,Scottish Borders,80,25,109450
2004,12,Scottish Borders,30,45,109450
2005,1,Scottish Borders,55,20,110250
2005,2,Scottish Borders,50,35,110250
2005,3,Scottish Borders,60,30,110250
2005,4,Scottish Borders,105,35,110250
2005,5,Scottish Borders,100,20,110250
2005,6,Scottish Borders,85,30,110250
2005,7,Scottish Borders,60,60,110250
2005,8,Scottish Borders,80,65,110250
2005,9,Scottish Borders,110,45,110250
2005,10,Scottish Borders,65,45,110250
2005,11,Scottish Borders,80,55,110250
2005,12,Scottish Borders,60,50,110250
2006,1,Scottish Borders,85,45,110860
2006,2,Scottish Borders,75,50,110860
2006,3,Scottish Borders,90,65,110860
2006,4,Scottish Borders,90,25,110860
2006,5,Scottish Borders,75,50,110860
2006,6,Scottish Borders,70,50,110860
2006,7,Scottish Borders,85,45,110860
2006,8,Scottish Borders,90,40,110860
2006,9,Scottish Borders,100,75,110860
2006,10,Scottish Borders,90,60,110860
2006,11,Scottish Borders,85,65,110860
2006,12,Scottish Borders,60,55,110860
2007,1,Scottish Borders,90,65,112200
2007,2,Scottish Borders,70,60,112200
2007,3,Scottish Borders,90,70,112200
2007,4,Scottish Borders,75,50,112200
2007,5,Scottish Borders,95,55,112200
2007,6,Scottish Borders,70,55,112200
2007,7,Scottish Borders,70,65,112200
2007,8,Scottish Borders,95,40,112200
2007,9,Scottish Borders,105,45,112200
2007,10,Scottish Borders,85,95,112200
2007,11,Scottish Borders,110,80,112200
2007,12,Scottish Borders,70,70,112200
2008,1,Scottish Borders,110,80,113360
2008,2,Scottish Borders,105,95,113360
2008,3,Scottish Borders,110,85,113360
2008,4,Scottish Borders,105,70,113360
2008,5,Scottish Borders,85,75,113360
2008,6,Scottish Borders,90,55,113360
2008,7,Scottish Borders,100,85,113360
2008,8,Scottish Borders,90,65,113360
2008,9,Scottish Borders,110,75,113360
2008,10,Scottish Borders,95,65,113360
2008,11,Scottish Borders,75,50,113360
2008,12,Scottish Borders,60,50,113360
2009,1,Scottish Borders,90,60,113590
2009,2,Scottish Borders,80,55,113590
2009,3,Scottish Borders,85,75,113590
2009,4,Scottish Borders,100,65,113590
2009,5,Scottish Borders,95,60,113590
2009,6,Scottish Borders,80,60,113590
2009,7,Scottish Borders,90,55,113590
2009,8,Scottish Borders,75,70,113590
2009,9,Scottish Borders,85,55,113590
2009,10,Scottish Borders,85,60,113590
2009,11,Scottish Borders,70,50,113590
2009,12,Scottish Borders,55,50,113590
2010,1,Scottish Borders,60,35,113700
2010,2,Scottish Borders,85,50,113700
2010,3,Scottish Borders,95,75,113700
2010,4,Scottish Borders,85,70,113700
2010,5,Scottish Borders,70,65,113700
2010,6,Scottish Borders,75,60,113700
2010,7,Scottish Borders,90,65,113700
2010,8,Scottish Borders,85,75,113700
2010,9,Scottish Borders,75,45,113700
2010,10,Scottish Borders,70,60,113700
2010,11,Scottish Borders,55,35,113700
2010,12,Scottish Borders,50,30,113700
2011,1,Scottish Borders,65,40,113880
2011,2,Scottish Borders,70,55,113880
2011,3,Scottish Borders,70,50,113880
2011,4,Scottish Borders,30,40,113880
2011,5,Scottish Borders,25,25,113880
2011,6,Scottish Borders,35,25,113880
2011,7,Scottish Borders,25,20,113880
2011,8,Scottish Borders,55,40,113880
2011,9,Scottish Borders,45,35,113880
2011,10,Scottish Borders,45,40,113880
2011,11,Scottish Borders,55,15,113880
2011,12,Scottish Borders,55,45,113880
2012,1,Scottish Borders,50,50,113720
2012,2,Scottish Borders,55,35,113720
2012,3,Scottish Borders,70,35,113720
2012,4,Scottish Borders,45,55,113720
2012,5,Scottish Borders,75,65,113720
2012,6,Scottish Borders,40,40,113720
2012,7,Scottish Borders,75,40,113720
2012,8,Scottish Borders,55,45,113720
2012,9,Scottish Borders,40,35,113720
2012,10,Scottish Borders,55,45,113720
2012,11,Scottish Borders,45,45,113720
2012,12,Scottish Borders,35,20,113720
2013,1,Scottish Borders,55,35,113880
2013,2,Scottish Borders,65,25,113880
2013,3,Scottish Borders,55,50,113880
2013,4,Scottish Borders,50,50,113880
2013,5,Scottish Borders,80,55,113880
2013,6,Scottish Borders,40,40,113880
2013,7,Scottish Borders,65,40,113880
2013,8,Scottish Borders,50,50,113880
2013,9,Scottish Borders,55,50,113880
2013,10,Scottish Borders,60,50,113880
2013,11,Scottish Borders,65,45,113880
2013,12,Scottish Borders,50,40,113880
2014,1,Scottish Borders,70,55,114040
2014,2,Scottish Borders,55,35,114040
2014,3,Scottish Borders,50,50,114040
2014,4,Scottish Borders,55,40,114040
2014,5,Scottish Borders,60,35,114040
2014,6,Scottish Borders,65,45,114040
2014,7,Scottish Borders,65,70,114040
2014,8,Scottish Borders,40,55,114040
2014,9,Scottish Borders,60,40,114040
2014,10,Scottish Borders,50,45,114040
2014,11,Scottish Borders,35,30,114040
2014,12,Scottish Borders,45,25,114040
2015,1,Scottish Borders,45,45,114030
2015,2,Scottish Borders,65,45,114030
2015,3,Scottish Borders,60,65,114030
2015,4,Scottish Borders,60,35,114030
2015,5,Scottish Borders,35,35,114030
2015,6,Scottish Borders,80,50,114030
2015,7,Scottish Borders,55,35,114030
2015,8,Scottish Borders,45,40,114030
2015,9,Scottish Borders,55,45,114030
2015,10,Scottish Borders,50,45,114030
2015,11,Scottish Borders,50,45,114030
2015,12,Scottish Borders,40,30,114030
2016,1,Scottish Borders,45,35,114530
2016,2,Scottish Borders,60,50,114530
2016,3,Scottish Borders,55,45,114530
2016,4,Scottish Borders,60,40,114530
2016,5,Scottish Borders,70,55,114530
2016,6,Scottish Borders,50,45,114530
2016,7,Scottish Borders,55,30,114530
2016,8,Scottish Borders,70,60,114530
2016,9,Scottish Borders,60,50,114530
2016,10,Scottish Borders,50,55,114530
2016,11,Scottish Borders,60,40,114530
2016,12,Scottish Borders,40,40,114530
2017,1,Scottish Borders,55,40,115020
2017,2,Scottish Borders,60,50,115020
2017,3,Scottish Borders,60,60,115020
2017,4,Scottish Borders,55,30,115020
2017,5,Scottish Borders,55,50,115020
2017,6,Scottish Borders,55,45,115020
2017,7,Scottish Borders,50,40,115020
2017,8,Scottish Borders,80,55,115020
2017,9,Scottish Borders,75,50,115020
2017,10,Scottish Borders,65,80,115020
2017,11,Scottish Borders,50,40,115020
2017,12,Scottish Borders,35,35,115020
2018,1,Scottish Borders,55,45,115270
2018,2,Scottish Borders,60,60,115270
2018,3,Scottish Borders,60,55,115270
2018,4,Scottish Borders,75,65,115270
2018,5,Scottish Borders,70,70,115270
2018,6,Scottish Borders,75,50,115270
2018,7,Scottish Borders,55,45,115270
2018,8,Scottish Borders,70,55,115270
2018,9,Scottish Borders,60,50,115270
2018,10,Scottish Borders,60,50,115270
2018,11,Scottish Borders,80,60,115270
2018,12,Scottish Borders,40,30,115270
2019,1,Scottish Borders,55,45,NA
2019,2,Scottish Borders,50,55,NA
2019,3,Scottish Borders,50,40,NA
2002,4,Shetland,20,15,22000
2002,5,Shetland,20,10,22000
2002,6,Shetland,5,10,22000
2002,7,Shetland,15,10,22000
2002,8,Shetland,20,20,22000
2002,9,Shetland,10,5,22000
2002,10,Shetland,15,10,22000
2002,11,Shetland,15,15,22000
2002,12,Shetland,5,10,22000
2003,1,Shetland,15,5,21950
2003,2,Shetland,10,5,21950
2003,3,Shetland,15,5,21950
2003,4,Shetland,20,10,21950
2003,5,Shetland,20,5,21950
2003,6,Shetland,15,10,21950
2003,7,Shetland,15,20,21950
2003,8,Shetland,10,10,21950
2003,9,Shetland,15,10,21950
2003,10,Shetland,15,5,21950
2003,11,Shetland,15,5,21950
2003,12,Shetland,5,5,21950
2004,1,Shetland,15,5,22090
2004,2,Shetland,20,15,22090
2004,3,Shetland,15,10,22090
2004,4,Shetland,15,15,22090
2004,5,Shetland,15,5,22090
2004,6,Shetland,10,10,22090
2004,7,Shetland,15,5,22090
2004,8,Shetland,15,15,22090
2004,9,Shetland,15,0,22090
2004,10,Shetland,10,10,22090
2004,11,Shetland,10,5,22090
2004,12,Shetland,10,5,22090
2005,1,Shetland,15,5,22250
2005,2,Shetland,15,5,22250
2005,3,Shetland,20,10,22250
2005,4,Shetland,15,5,22250
2005,5,Shetland,15,0,22250
2005,6,Shetland,10,5,22250
2005,7,Shetland,15,5,22250
2005,8,Shetland,15,5,22250
2005,9,Shetland,15,15,22250
2005,10,Shetland,15,5,22250
2005,11,Shetland,10,5,22250
2005,12,Shetland,20,0,22250
2006,1,Shetland,25,15,22210
2006,2,Shetland,20,5,22210
2006,3,Shetland,20,5,22210
2006,4,Shetland,20,10,22210
2006,5,Shetland,20,15,22210
2006,6,Shetland,15,15,22210
2006,7,Shetland,15,5,22210
2006,8,Shetland,25,20,22210
2006,9,Shetland,20,10,22210
2006,10,Shetland,15,15,22210
2006,11,Shetland,15,10,22210
2006,12,Shetland,10,15,22210
2007,1,Shetland,25,10,22350
2007,2,Shetland,20,10,22350
2007,3,Shetland,25,15,22350
2007,4,Shetland,15,5,22350
2007,5,Shetland,20,5,22350
2007,6,Shetland,20,15,22350
2007,7,Shetland,25,15,22350
2007,8,Shetland,20,15,22350
2007,9,Shetland,25,15,22350
2007,10,Shetland,20,20,22350
2007,11,Shetland,15,10,22350
2007,12,Shetland,20,10,22350
2008,1,Shetland,20,5,22480
2008,2,Shetland,25,5,22480
2008,3,Shetland,15,10,22480
2008,4,Shetland,15,10,22480
2008,5,Shetland,15,10,22480
2008,6,Shetland,35,5,22480
2008,7,Shetland,25,20,22480
2008,8,Shetland,25,10,22480
2008,9,Shetland,20,15,22480
2008,10,Shetland,20,10,22480
2008,11,Shetland,20,10,22480
2008,12,Shetland,15,10,22480
2009,1,Shetland,25,15,22800
2009,2,Shetland,25,20,22800
2009,3,Shetland,30,25,22800
2009,4,Shetland,30,15,22800
2009,5,Shetland,25,10,22800
2009,6,Shetland,25,15,22800
2009,7,Shetland,30,15,22800
2009,8,Shetland,25,15,22800
2009,9,Shetland,20,10,22800
2009,10,Shetland,15,10,22800
2009,11,Shetland,20,15,22800
2009,12,Shetland,10,10,22800
2010,1,Shetland,10,5,23060
2010,2,Shetland,25,15,23060
2010,3,Shetland,35,20,23060
2010,4,Shetland,30,20,23060
2010,5,Shetland,25,15,23060
2010,6,Shetland,20,5,23060
2010,7,Shetland,20,15,23060
2010,8,Shetland,20,10,23060
2010,9,Shetland,25,15,23060
2010,10,Shetland,30,5,23060
2010,11,Shetland,20,15,23060
2010,12,Shetland,15,10,23060
2011,1,Shetland,20,10,23240
2011,2,Shetland,20,10,23240
2011,3,Shetland,20,15,23240
2011,4,Shetland,15,10,23240
2011,5,Shetland,15,20,23240
2011,6,Shetland,15,10,23240
2011,7,Shetland,15,10,23240
2011,8,Shetland,30,15,23240
2011,9,Shetland,25,25,23240
2011,10,Shetland,20,10,23240
2011,11,Shetland,10,15,23240
2011,12,Shetland,10,5,23240
2012,1,Shetland,15,15,23210
2012,2,Shetland,10,5,23210
2012,3,Shetland,20,10,23210
2012,4,Shetland,20,20,23210
2012,5,Shetland,15,15,23210
2012,6,Shetland,15,10,23210
2012,7,Shetland,10,10,23210
2012,8,Shetland,15,10,23210
2012,9,Shetland,10,10,23210
2012,10,Shetland,5,10,23210
2012,11,Shetland,10,5,23210
2012,12,Shetland,5,5,23210
2013,1,Shetland,10,5,23200
2013,2,Shetland,15,10,23200
2013,3,Shetland,15,10,23200
2013,4,Shetland,15,10,23200
2013,5,Shetland,15,15,23200
2013,6,Shetland,20,10,23200
2013,7,Shetland,10,10,23200
2013,8,Shetland,15,10,23200
2013,9,Shetland,10,5,23200
2013,10,Shetland,10,5,23200
2013,11,Shetland,10,10,23200
2013,12,Shetland,10,5,23200
2014,1,Shetland,10,5,23220
2014,2,Shetland,10,5,23220
2014,3,Shetland,15,15,23220
2014,4,Shetland,15,15,23220
2014,5,Shetland,20,10,23220
2014,6,Shetland,15,20,23220
2014,7,Shetland,15,15,23220
2014,8,Shetland,15,10,23220
2014,9,Shetland,15,10,23220
2014,10,Shetland,5,10,23220
2014,11,Shetland,10,5,23220
2014,12,Shetland,5,10,23220
2015,1,Shetland,10,5,23200
2015,2,Shetland,10,10,23200
2015,3,Shetland,15,5,23200
2015,4,Shetland,10,15,23200
2015,5,Shetland,10,10,23200
2015,6,Shetland,15,10,23200
2015,7,Shetland,10,5,23200
2015,8,Shetland,5,10,23200
2015,9,Shetland,5,5,23200
2015,10,Shetland,10,5,23200
2015,11,Shetland,10,10,23200
2015,12,Shetland,15,10,23200
2016,1,Shetland,10,5,23200
2016,2,Shetland,15,10,23200
2016,3,Shetland,10,10,23200
2016,4,Shetland,10,10,23200
2016,5,Shetland,10,5,23200
2016,6,Shetland,15,10,23200
2016,7,Shetland,5,10,23200
2016,8,Shetland,5,5,23200
2016,9,Shetland,10,0,23200
2016,10,Shetland,20,10,23200
2016,11,Shetland,10,10,23200
2016,12,Shetland,10,10,23200
2017,1,Shetland,5,5,23080
2017,2,Shetland,10,10,23080
2017,3,Shetland,10,10,23080
2017,4,Shetland,5,5,23080
2017,5,Shetland,5,10,23080
2017,6,Shetland,15,5,23080
2017,7,Shetland,5,10,23080
2017,8,Shetland,15,10,23080
2017,9,Shetland,5,5,23080
2017,10,Shetland,10,5,23080
2017,11,Shetland,15,10,23080
2017,12,Shetland,10,10,23080
2018,1,Shetland,15,10,22990
2018,2,Shetland,15,10,22990
2018,3,Shetland,10,10,22990
2018,4,Shetland,10,5,22990
2018,5,Shetland,10,5,22990
2018,6,Shetland,10,15,22990
2018,7,Shetland,10,10,22990
2018,8,Shetland,10,5,22990
2018,9,Shetland,10,15,22990
2018,10,Shetland,10,5,22990
2018,11,Shetland,10,5,22990
2018,12,Shetland,5,15,22990
2019,1,Shetland,10,0,NA
2019,2,Shetland,5,10,NA
2019,3,Shetland,15,5,NA
2002,4,South Ayrshire,110,85,111690
2002,5,South Ayrshire,75,45,111690
2002,6,South Ayrshire,65,45,111690
2002,7,South Ayrshire,70,50,111690
2002,8,South Ayrshire,110,65,111690
2002,9,South Ayrshire,75,40,111690
2002,10,South Ayrshire,100,50,111690
2002,11,South Ayrshire,85,45,111690
2002,12,South Ayrshire,60,40,111690
2003,1,South Ayrshire,100,35,111550
2003,2,South Ayrshire,80,55,111550
2003,3,South Ayrshire,55,50,111550
2003,4,South Ayrshire,75,25,111550
2003,5,South Ayrshire,85,35,111550
2003,6,South Ayrshire,75,55,111550
2003,7,South Ayrshire,80,45,111550
2003,8,South Ayrshire,105,45,111550
2003,9,South Ayrshire,95,45,111550
2003,10,South Ayrshire,80,60,111550
2003,11,South Ayrshire,75,50,111550
2003,12,South Ayrshire,50,35,111550
2004,1,South Ayrshire,95,55,111840
2004,2,South Ayrshire,80,60,111840
2004,3,South Ayrshire,115,55,111840
2004,4,South Ayrshire,90,50,111840
2004,5,South Ayrshire,95,55,111840
2004,6,South Ayrshire,95,50,111840
2004,7,South Ayrshire,85,50,111840
2004,8,South Ayrshire,105,50,111840
2004,9,South Ayrshire,85,25,111840
2004,10,South Ayrshire,90,65,111840
2004,11,South Ayrshire,95,50,111840
2004,12,South Ayrshire,60,50,111840
2005,1,South Ayrshire,110,35,112030
2005,2,South Ayrshire,90,50,112030
2005,3,South Ayrshire,85,75,112030
2005,4,South Ayrshire,100,40,112030
2005,5,South Ayrshire,85,35,112030
2005,6,South Ayrshire,85,45,112030
2005,7,South Ayrshire,90,35,112030
2005,8,South Ayrshire,120,55,112030
2005,9,South Ayrshire,70,75,112030
2005,10,South Ayrshire,90,40,112030
2005,11,South Ayrshire,100,60,112030
2005,12,South Ayrshire,45,40,112030
2006,1,South Ayrshire,100,45,112100
2006,2,South Ayrshire,70,60,112100
2006,3,South Ayrshire,75,50,112100
2006,4,South Ayrshire,65,35,112100
2006,5,South Ayrshire,75,35,112100
2006,6,South Ayrshire,85,50,112100
2006,7,South Ayrshire,95,45,112100
2006,8,South Ayrshire,90,55,112100
2006,9,South Ayrshire,75,45,112100
2006,10,South Ayrshire,90,35,112100
2006,11,South Ayrshire,80,45,112100
2006,12,South Ayrshire,55,30,112100
2007,1,South Ayrshire,90,50,112380
2007,2,South Ayrshire,75,60,112380
2007,3,South Ayrshire,85,60,112380
2007,4,South Ayrshire,85,55,112380
2007,5,South Ayrshire,70,55,112380
2007,6,South Ayrshire,85,45,112380
2007,7,South Ayrshire,95,65,112380
2007,8,South Ayrshire,85,55,112380
2007,9,South Ayrshire,60,25,112380
2007,10,South Ayrshire,90,50,112380
2007,11,South Ayrshire,80,60,112380
2007,12,South Ayrshire,45,25,112380
2008,1,South Ayrshire,75,60,112610
2008,2,South Ayrshire,80,75,112610
2008,3,South Ayrshire,65,45,112610
2008,4,South Ayrshire,85,60,112610
2008,5,South Ayrshire,75,35,112610
2008,6,South Ayrshire,75,45,112610
2008,7,South Ayrshire,75,50,112610
2008,8,South Ayrshire,80,60,112610
2008,9,South Ayrshire,75,45,112610
2008,10,South Ayrshire,70,55,112610
2008,11,South Ayrshire,70,40,112610
2008,12,South Ayrshire,50,55,112610
2009,1,South Ayrshire,70,50,112490
2009,2,South Ayrshire,80,65,112490
2009,3,South Ayrshire,95,80,112490
2009,4,South Ayrshire,75,40,112490
2009,5,South Ayrshire,65,60,112490
2009,6,South Ayrshire,80,50,112490
2009,7,South Ayrshire,85,50,112490
2009,8,South Ayrshire,75,60,112490
2009,9,South Ayrshire,80,50,112490
2009,10,South Ayrshire,80,65,112490
2009,11,South Ayrshire,75,60,112490
2009,12,South Ayrshire,60,50,112490
2010,1,South Ayrshire,90,45,112600
2010,2,South Ayrshire,105,85,112600
2010,3,South Ayrshire,85,65,112600
2010,4,South Ayrshire,80,55,112600
2010,5,South Ayrshire,70,65,112600
2010,6,South Ayrshire,80,55,112600
2010,7,South Ayrshire,70,60,112600
2010,8,South Ayrshire,70,55,112600
2010,9,South Ayrshire,75,50,112600
2010,10,South Ayrshire,80,50,112600
